 1.613408072996923e-06  3.219646771412954e-14  0.000000000000000e+00 -5.165368133219772e-10  0.000000000000000e+00  0.000000000000000e+00
 8.494093990535955e-05 -1.669331339826385e-12  0.000000000000000e+00 -6.857474588173318e-10  0.000000000000000e+00  0.000000000000000e+00
 1.251124830918304e-06 -1.372235658436693e-13  0.000000000000000e+00  1.739763888508605e-10  0.000000000000000e+00  0.000000000000000e+00
-1.425866086186979e-27 -0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.338368032368246e-11  4.708690035104546e-16  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.292623647008995e-09
 2.001254770488950e-10  1.437218399846785e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.502967820840809e-08
 1.633197438673439e-10 -1.633962062874694e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.347154470783153e-09
 7.457673293756089e-10 -3.688846827733048e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.254044562637446e-09
 1.668979299215288e-06 -1.722927356340165e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.018164148107296e-10
 8.213902477658896e-05 -6.554756737386924e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -4.967603839389767e-08
 1.209759807021812e-06  2.102762408640046e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.423044153156752e-10
-3.226167798310180e-10 -1.061650767297806e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.312133332542764e-09
-1.964761784934961e-14 -2.875954682735049e-15  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -5.018164148107296e-10
 0.000000000000000e+00  6.554756737386924e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.967603839389767e-08
 0.000000000000000e+00 -2.102762408640046e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -4.423044153156752e-10
 1.631642730261802e-17  1.063264149333622e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.312133332542764e-09
 1.728332462312522e-06 -2.466776782839020e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -5.927681956396924e-11
 7.939757058338950e-05 -1.607602939657227e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -5.717106188463106e-08
 1.169057557014060e-06 -2.500666340665703e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.218225603201063e-12
-1.485578524254762e-09 -2.983724378680108e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -5.531189742336018e-10
 1.198725262119022e-15  2.599613233011944e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.927681956396924e-11
 0.000000000000000e+00  1.607602939657227e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.717106188463106e-08
 0.000000000000000e+00  2.500666340665703e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.218225603201063e-12
-6.893574332506673e-19  2.983653609077365e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.531189742336018e-10
 1.791860448825148e-06  3.521419267293879e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -3.287457042699948e-10
 7.671720472917010e-05  1.253663839406727e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.381655293097310e-08
 1.129018379224638e-06 -7.949196856316121e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -8.872458323594401e-12
-3.612673861958732e-09  5.154210391822289e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -2.156480410908657e-10
 3.993710913461224e-13  4.480535950937559e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  3.287457042699948e-10
 0.000000000000000e+00 -1.253663839406727e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.381655293097310e-08
 0.000000000000000e+00  7.949196856316121e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.872458323594401e-12
-4.974371381957065e-18 -5.154709664805136e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.156480410908657e-10
 1.860017866494998e-06 -2.811639809863209e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -4.659149524521844e-10
 7.409745010086236e-05 -5.537792446830281e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.736694446729530e-08
 1.089633043032739e-06 -2.748912208971888e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -1.835420704310309e-11
-6.910797717017439e-09 -1.612598943268040e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -8.234520010308444e-11
-2.484876436965834e-14  2.778918588297596e-15  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.659149524521844e-10
 9.323339084273130e-15  5.631519556237308e-13  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.736694446729530e-08
 1.371765834671840e-15  2.750284375241385e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.835420704310309e-11
 2.850586813588391e-18  1.612880158206528e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.234520010308444e-11
 1.933322673011896e-06 -5.236089339888395e-14  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -5.327131027965670e-10
 7.153719260723360e-05 -1.091571277811454e-12  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -6.637937755016310e-08
